artId,namees,precio,bianhao,Visibilidad en el cat?ogo,categoria,Publicado,usercode,imageUrl
1000021739,PINZA DE MAERA,0.6,8666661950188,visible,ROLLO DE COLOR,1,95018-1,https://img-eu-2.freex.es/img/071/1000021739/1024x1024/348012eae3e9e1961548e4e05f85247d
1000021736,PINZA DE MADERA,0.6,8666661950195,visible,ROLLO DE COLOR,1,95019,https://img-eu-2.freex.es/img/071/1000021736/1024x1024/c506d4e6f646a4178711af514daeaeb0
1000046558,"MINI PINZAS DE MADERA 2,5CM 50PC",0.65,8666662043209,visible,ROLLO DE COLOR,1,204320,https://img-eu-2.freex.es/img/071/1000046558/1024x1024/db98f045ddcf6d0c1d3c406fe6a709b3
1000046559,"MINI PINZAS DE MADERA 3,0CM 35PC",0.65,8666662043216,visible,ROLLO DE COLOR,1,204321,https://img-eu-2.freex.es/img/071/1000046559/1024x1024/d43055322bf22e2a315668dd87b36c6e
1000046560,"MINI PINZAS DE MADERA 3,5CM 25PC",0.65,8666662043223,visible,ROLLO DE COLOR,1,204322,https://img-eu-2.freex.es/img/071/1000046560/1024x1024/49eddcc337b5a9fa7fd45a2803f85a34
1000046561,"MINI PINZAS DE MADERA 4,8CM 20PC",0.65,8666662043230,visible,ROLLO DE COLOR,1,204323,https://img-eu-2.freex.es/img/071/1000046561/1024x1024/d712b714caec1376f6eaa0b2c764c953
1000020189,MINI PINZA DE MADERA,0.6,866666100075,visible,ROLLO DE COLOR,1,00075-4,https://img-eu-2.freex.es/img/071/1000020189/1024x1024/d712b714caec1376f6eaa0b2c764c953
1000024806,MINI PINZA ROJO,0.41,866666190567,visible,ROLLO DE COLOR,1,90567-1,https://img-eu-2.freex.es/img/071/1000024806/1024x1024/cb204a946ab47372f5b8a3ec35703e5b
1000025195,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-1,https://img-eu-2.freex.es/img/071/1000025195/1024x1024/24cd8cd6a7788716243c523092a429b5
1000025201,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-1,https://img-eu-2.freex.es/img/071/1000025201/1024x1024/fff9a753ca0a71f19fd432cd342d952b
1000025207,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-1,https://img-eu-2.freex.es/img/071/1000025207/1024x1024/bc059ceea4b4ef2b164a62dd17a4d284
1000025158,MINI PINZAS DE MADERA,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-2,https://img-eu-2.freex.es/img/071/1000025158/1024x1024/c4034c8024733ae05b3012d075e40e52
1000025196,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-2,https://img-eu-2.freex.es/img/071/1000025196/1024x1024/9ed3cbf025e88f167ebb0bef0ec02ec2
1000025202,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-2,https://img-eu-2.freex.es/img/071/1000025202/1024x1024/f1c57ad057b4bfccd9922a3c6f5d6782
1000025208,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-2,https://img-eu-2.freex.es/img/071/1000025208/1024x1024/ae2da20984648f9683d0550bf42bcc4b
1000025159,MINI PINZAS DE MADERA,0.41,8666661905676,visible,ROLLO DE COLOR,1,905678-3,https://img-eu-2.freex.es/img/071/1000025159/1024x1024/d4c1a2f135a2ec1489be85ab3d9979cc
1000025197,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-3,https://img-eu-2.freex.es/img/071/1000025197/1024x1024/b598edd54dd48503e31d69794bbc50b6
1000025203,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-3,https://img-eu-2.freex.es/img/071/1000025203/1024x1024/0536dd62e3dee9ea39e329df939720ab
1000025209,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-3,https://img-eu-2.freex.es/img/071/1000025209/1024x1024/65fedeefdb8a26af8e71847f5fc521ce
1000025160,MINI PINZAS DE MADERA,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-4,https://img-eu-2.freex.es/img/071/1000025160/1024x1024/6837f5ffd5954004c7bb5f2f64bff419
1000025198,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-4,https://img-eu-2.freex.es/img/071/1000025198/1024x1024/f35560b0fc2ac682b158402f6665df3c
1000025204,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-4,https://img-eu-2.freex.es/img/071/1000025204/1024x1024/f4941f3f1bce2eb488e5a3ec94acb420
1000025210,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-4,https://img-eu-2.freex.es/img/071/1000025210/1024x1024/976e574f99db46b71db834646748d4b2
1000025161,MINI PINZAS DE MADERA,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-5,https://img-eu-2.freex.es/img/071/1000025161/1024x1024/3820d8b36e28f035bb96dedb3a97a71b
1000025199,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-5,https://img-eu-2.freex.es/img/071/1000025199/1024x1024/6271ec4d5a33ef73d81ab231a4be0ac7
1000025222,PINZA DE MADERA FUCIA,0.41,90569-5,visible,ROLLO DE COLOR,1,90569-5,https://img-eu-2.freex.es/img/071/1000025222/1024x1024/47409d13ee12c7f5f1ee62bda0da6549
1000025211,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-5,https://img-eu-2.freex.es/img/071/1000025211/1024x1024/bad0c1bfb9296664aecb55b632c2669a
1000025162,MINI PINZAS DE MADERA,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-6,https://img-eu-2.freex.es/img/071/1000025162/1024x1024/a11e68de1023521a4fc100e97e5d767e
1000025200,MINI PINZAS DE MADERA,0.41,8666661905683,visible,ROLLO DE COLOR,1,90568-6,https://img-eu-2.freex.es/img/071/1000025200/1024x1024/aa8cf3856a28971778320a596afaf272
1000025205,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-6,https://img-eu-2.freex.es/img/071/1000025205/1024x1024/7d4f15307d47b52d8715c77724f4de24
1000025212,MINI PINZAS DE MADERA,0.41,8666661905706,visible,ROLLO DE COLOR,1,90570-6,https://img-eu-2.freex.es/img/071/1000025212/1024x1024/3efff3ccc20625ec063686a657e2fc05
1000025163,PINZA DE MADERA NEGRO,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-7,https://img-eu-2.freex.es/img/071/1000025163/1024x1024/dd0e02fbc991180f45cec752b41dd6f8
1000025218,PINZA DE MADERA NEGRA,0.41,90568-7,visible,ROLLO DE COLOR,1,90568-7,https://img-eu-2.freex.es/img/071/1000025218/1024x1024/88bf64637fe0dcf35f7c9fdec50e6fb3
1000025206,MINI PINZAS DE MADERA,0.41,8666661905690,visible,ROLLO DE COLOR,1,90569-7,https://img-eu-2.freex.es/img/071/1000025206/1024x1024/986310dc06824ab21cb30184b9d45fe6
1000025226,PINZA DE MADERA NEGRA,0.41,90570-7,visible,ROLLO DE COLOR,1,90570-7,https://img-eu-2.freex.es/img/071/1000025226/1024x1024/cf6e099d38ad25f9e47f6fbce2e90483
1000025165,PINZA DE MADERA AZUL MARINO,0.41,866666cm1905676,visible,ROLLO DE COLOR,1,90567-8,https://img-eu-2.freex.es/img/071/1000025165/1024x1024/9a6bdfcc597d036e77d1ec70eb92c0f5
1000025219,PINZA DE MADERA AZUL MARINO,0.41,90568-8,visible,ROLLO DE COLOR,1,90568-8,https://img-eu-2.freex.es/img/071/1000025219/1024x1024/697c2c144d83ed1f7521b703765eb046
1000025223,PINZA DE MADERA AZUL MARINO,0.41,90569-8,visible,ROLLO DE COLOR,1,90569-8,https://img-eu-2.freex.es/img/071/1000025223/1024x1024/9f16843ffb9ce03c6142f53f4c17892a
1000025227,PINZA DE MADERA AZUL MARINO,0.41,90570-8,visible,ROLLO DE COLOR,1,90570-8,https://img-eu-2.freex.es/img/071/1000025227/1024x1024/6af24fec07039f930d5c3b4ec3ac8824
1000025166,PINZA DE MADERA ORO,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-9,https://img-eu-2.freex.es/img/071/1000025166/1024x1024/a0e5cdd4bd8dbcf078f5346ec661781e
1000025220,PINZA DE MADERA ORO,0.41,90568-9,visible,ROLLO DE COLOR,1,90568-9,https://img-eu-2.freex.es/img/071/1000025220/1024x1024/a9125488609bc8456e3dcde10e5d1de8
1000025224,PINZA DE MADERA ORO,0.41,90569-9,visible,ROLLO DE COLOR,1,90569-9,https://img-eu-2.freex.es/img/071/1000025224/1024x1024/a1b47ba1dd608f1ca5a99e6092b78474
1000025228,PINZA DE MADERA ORO,0.41,90570-9,visible,ROLLO DE COLOR,1,90570-9,https://img-eu-2.freex.es/img/071/1000025228/1024x1024/e5140c72fc2dcff043634b65ef9a736b
1000025164,PINZA DE MADERA PLATA,0.41,8666661905676,visible,ROLLO DE COLOR,1,90567-10,https://img-eu-2.freex.es/img/071/1000025164/1024x1024/a1c0fecda102b8f889a86ba8025c14a7
1000025217,PINZA DE MADERA PLATA,0.41,90568-10,visible,ROLLO DE COLOR,1,90568-10,https://img-eu-2.freex.es/img/071/1000025217/1024x1024/8ca3c57d76e0c3e6dfb94569bcb3f05c
1000025221,PINZA DE MADERA PLATA,0.41,90569-10,visible,ROLLO DE COLOR,1,90569-10,https://img-eu-2.freex.es/img/071/1000025221/1024x1024/0e79f13dbdf439f87231054f8a9e3aea
1000025225,PINZA DE MADERA PLATA,0.41,90570-10,visible,ROLLO DE COLOR,1,90570-10,https://img-eu-2.freex.es/img/071/1000025225/1024x1024/0bd6f067526432a5e2747c34f040d3fd
1000020205,,0.36,00076-23,visible,ROLLO DE COLOR,1,00076-23,https://img-eu-2.freex.es/img/071/1000020205/1024x1024/595efda1d14ecdf5a501ba52d3d18d57
1000020204,,0.36,00076-22,visible,ROLLO DE COLOR,1,00076-22,https://img-eu-2.freex.es/img/071/1000020204/1024x1024/4914182962678a413b04647a7ac381ec
1000020203,,0.36,00076-21,visible,ROLLO DE COLOR,1,00076-21,https://img-eu-2.freex.es/img/071/1000020203/1024x1024/283442256ee3df03fe6b0e8b9eef2d2e
1000010164,ACCESORIOS PARA COMUNION,0.51,8666661087266,visible,ROLLO DE COLOR,1,08726,https://img-eu-2.freex.es/img/071/1000010164/1024x1024/8782c530109eeb50f729452513c5cf8d
1000010163,ACCESORIOS PARA COMUNION,0.44,8666661087259,visible,ROLLO DE COLOR,1,08725,https://img-eu-2.freex.es/img/071/1000010163/1024x1024/c88d19df6ecad3d284f68f14cd640bb5
1000040104,PINZA DE MADERA,0,,visible,PINZA DE MADERA,1,??_20240418145403,https://img-eu-2.freex.es/img/071/1000040104/1024x1024/3f947e7e1600d9046a477cf97813f6f9
1000046905,PINZA DE PIZARRA,0.81,8666662042820,visible,PINZA DE MADERA,1,204282,https://img-eu-2.freex.es/img/071/1000046905/1024x1024/48ac00f4c4ee7eabd2e126d28776f193
1000046906,PINZA DE PIZARRA,1.26,8666662042837,visible,PINZA DE MADERA,1,204283,https://img-eu-2.freex.es/img/071/1000046906/1024x1024/810d83f798062e35b806ab499ab226da
1000046907,PINZA DE PIZARRA,1.83,8666662042844,visible,PINZA DE MADERA,1,204284,https://img-eu-2.freex.es/img/071/1000046907/1024x1024/7046e352506b5aeafd7fe154a21de775
1000046908,PINZA DE PIZARRA,0.66,8666662042851,visible,PINZA DE MADERA,1,204285,https://img-eu-2.freex.es/img/071/1000046908/1024x1024/9385a1c79bf898f18fb873217f6df129
1000046909,PINZA DE PIZARRA CASA,1.04,8666662042868,visible,PINZA DE MADERA,1,204286,https://img-eu-2.freex.es/img/071/1000046909/1024x1024/6787e77afb8187b35c56428e21e6a436
1000046910,PINZA DE PIZARRA ESTRELLA,1.04,8666662042875,visible,PINZA DE MADERA,1,204287,https://img-eu-2.freex.es/img/071/1000046910/1024x1024/55374616e8844242353b10915e64af48
1000046911,PINZA DE PIZARRA CORAZON,1.04,8666662042882,visible,PINZA DE MADERA,1,204288,https://img-eu-2.freex.es/img/071/1000046911/1024x1024/3270bddf782833178dfbf0b5a39f709a
1000046912,PINZA DE PIZARRA BORDE,1.04,8666662042899,visible,PINZA DE MADERA,1,204289,https://img-eu-2.freex.es/img/071/1000046912/1024x1024/61bd4894fcd3ba3e863d2e166349fc0e
1000046913,PINZA DE PIZARRA NUBE,1.04,8666662042905,visible,PINZA DE MADERA,1,204290,https://img-eu-2.freex.es/img/071/1000046913/1024x1024/aba3c95595e6db6129193dc823d4f45f
1000046914,PINZA DE PIZARRA CUADRADO,1.04,8666662042912,visible,PINZA DE MADERA,1,204291,https://img-eu-2.freex.es/img/071/1000046914/1024x1024/fd4851a5934ac8f5c075e60ca9c739f4
1000044529,PINZA DE MADERA ,0.61,8666662042363,visible,PINZA DE MADERA,1,204236,https://img-eu-2.freex.es/img/071/1000044529/1024x1024/d85a4faea33bb1c9d128959577360225
1000044530,PINZA DE MADERA ,0.61,8666662042370,visible,PINZA DE MADERA,1,204237,https://img-eu-2.freex.es/img/071/1000044530/1024x1024/bba033222aff4fcc0045dab776a5f4c7
1000044531,PINZA DE MADERA ,0.61,8666662042387,visible,PINZA DE MADERA,1,204238,https://img-eu-2.freex.es/img/071/1000044531/1024x1024/74cd0dff5950f97cd086aeb35a865742
1000044532,PINZA DE MADERA ,0.61,8666662042394,visible,PINZA DE MADERA,1,204239,https://img-eu-2.freex.es/img/071/1000044532/1024x1024/f8ff33c11c9fd547de02e95f07c1a8a0
1000044533,PINZA DE MADERA ,0.61,8666662042400,visible,PINZA DE MADERA,1,204240,https://img-eu-2.freex.es/img/071/1000044533/1024x1024/c8d185746dfc148278248cd8bdb6d75e
1000044534,PINZA DE MADERA ,0.61,8666662042417,visible,PINZA DE MADERA,1,204241,https://img-eu-2.freex.es/img/071/1000044534/1024x1024/e5ad5ce253c79bcfbd8157d45081a6a2
1000044535,PINZA DE MADERA ,0.61,8666662042424,visible,PINZA DE MADERA,1,204242,https://img-eu-2.freex.es/img/071/1000044535/1024x1024/c743daedfbc3565859bbefd8725d0a97
1000044536,PINZA DE MADERA ,0.61,8666662042431,visible,PINZA DE MADERA,1,204243,https://img-eu-2.freex.es/img/071/1000044536/1024x1024/dd193d0a0bd16576aa97dff4bcf0c2c3
1000044537,PINZA DE MADERA ,0.61,8666662042448,visible,PINZA DE MADERA,1,204244,https://img-eu-2.freex.es/img/071/1000044537/1024x1024/1148e228c3968b2d897247bb3567a90c
1000044538,PINZA DE MADERA ,0.61,8666662042455,visible,PINZA DE MADERA,1,204245,https://img-eu-2.freex.es/img/071/1000044538/1024x1024/e7a8ee6b68e49fde69220deeb487875a
1000044539,PINZA DE MADERA ,0.61,8666662042462,visible,PINZA DE MADERA,1,204246,https://img-eu-2.freex.es/img/071/1000044539/1024x1024/2c203b717b120664c157e3b0cbf615bd
1000044540,PINZA DE MADERA ,0.61,8666662042479,visible,PINZA DE MADERA,1,204247,https://img-eu-2.freex.es/img/071/1000044540/1024x1024/d13243d04c626660721e7f2aa50cd305
1000043266,PINZA DE MADERA,0.61,8666662057008,visible,PINZA DE MADERA,1,205700,https://img-eu-2.freex.es/img/071/1000043266/1024x1024/c530f42ffa587f3645c1e93084cddbf4
